544,589,644,750,782
525,735,786,790,823,814,859
413,435,549,569,664,848
488,539,670,746,862,876
481,593,614,691,729,867
453,507,513,521,625,838
490,562,638,801,834,872
420,478,505,650,718,816
575,656,680,722,820,842
456,497,603,723,830
