413,435,544,589,664,750,782
420,478,539,644,722,862,876
488,593,670,691,746,820,842
453,507,513,521,625,830,838
456,497,505,603,718,723,816
490,562,638,790,801,823,814,834,872
525,549,569,650,735,786,848,859
481,575,614,656,680,729,867
