490,525,562,638,650,718,735,786,790,801,823,814,834,859,872
420,453,456,497,505,507,513,603,625,680,723,816,830,838
481,488,521,575,593,614,656,670,691,722,729,746,820,842,867
413,435,478,539,544,549,569,589,644,664,750,782,848,862,876
